,Pclass,Sex,Age,SibSp,Parch,Fare,Survived,Embarked_Q,Embarked_C,Embarked_S
847,3,1,0.4259366050331235,-0.4789037285092147,-0.4448294924492,-0.49092055638477805,0,0,1,0
1177,3,1,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.5034024657743242,0,0,0,1
552,3,1,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.4922077895302469,0,1,0,0
997,3,1,-0.6588940036862848,-0.4789037285092147,-0.4448294924492,-0.4923701432603061,0,1,0,0
1206,3,0,-0.9688456061775444,-0.4789037285092147,-0.4448294924492,-0.494061327948422,1,1,0,0
269,1,0,0.4259366050331235,-0.4789037285092147,-0.4448294924492,1.977967490451951,1,0,0,1
1135,3,1,-0.11647869932658066,0.4811038987780166,1.865812593328589,-0.19029170066028173,0,0,0,1
1063,3,1,-0.5039182024406551,0.4811038987780166,-0.4448294924492,-0.37487242947751054,0,0,0,1
167,3,0,1.2008156112612725,0.4811038987780166,4.176454679106378,-0.10428287937895522,0,0,0,1
156,3,0,-1.0463335068003592,-0.4789037285092147,-0.4448294924492,-0.494061327948422,1,1,0,0
433,3,1,-0.9688456061775444,-0.4789037285092147,-0.4448294924492,-0.5058184439002043,0,0,0,1
819,3,1,-1.5112609105372485,2.401119153352479,1.865812593328589,-0.10428287937895522,0,0,0,1
986,3,1,-0.3489424011950253,-0.4789037285092147,-0.4448294924492,-0.49285333888548205,0,0,0,1
36,3,1,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.5038044845344707,1,0,1,0
1072,1,1,0.5809124062787533,0.4811038987780166,0.7104915504396945,0.9637398732075447,0,0,1,0
406,3,1,1.6657430149981618,-0.4789037285092147,-0.4448294924492,-0.49373855327080446,0,0,0,1
403,3,1,-0.11647869932658066,0.4811038987780166,-0.4448294924492,-0.3371831707137831,0,0,0,1
23,1,1,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,0.04260859067454626,1,0,0,1
367,3,0,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.5038044845344707,1,0,1,0
866,2,0,-0.19396659994939555,0.4811038987780166,-0.4448294924492,-0.37567839978030404,1,0,1,0
444,3,1,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.48673221670575256,1,0,0,1
1271,3,1,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.49373855327080446,0,1,0,0
1069,2,0,0.5034245056559384,-0.4789037285092147,3.0211336362174834,0.11025597819918509,1,0,0,1
443,2,0,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.3922674719838462,1,0,0,1
313,3,1,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.49092055638477805,0,0,0,1
131,3,1,-0.7363819043090998,-0.4789037285092147,-0.4448294924492,-0.5072680307757322,0,0,0,1
267,3,1,-0.3489424011950253,0.4811038987780166,-0.4448294924492,-0.4932553576456285,1,0,0,1
210,3,1,-0.4264303018178402,-0.4789037285092147,-0.4448294924492,-0.5072680307757322,0,0,0,1
703,3,1,-0.3489424011950253,-0.4789037285092147,-0.4448294924492,-0.4938989742183628,0,1,0,0
337,1,0,0.8908640087700128,-0.4789037285092147,-0.4448294924492,1.9560632663714732,1,0,1,0
801,2,0,0.115985002541864,0.4811038987780166,0.7104915504396945,-0.13617379064057064,1,0,0,1
397,2,1,1.2783035118840873,-0.4789037285092147,-0.4448294924492,-0.14100574689233056,0,0,0,1
690,1,1,0.115985002541864,0.4811038987780166,-0.4448294924492,0.45815682832589905,1,0,0,1
595,3,1,0.5034245056559384,0.4811038987780166,0.7104915504396945,-0.17676222315535398,0,0,0,1
854,2,0,1.1233277106384576,0.4811038987780166,-0.4448294924492,-0.14100574689233056,0,0,0,1
1308,3,1,-0.11647869932658066,0.4811038987780166,0.7104915504396945,-0.2113918872204669,0,0,1,0
826,3,1,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,0.4484117389573497,0,0,0,1
1035,1,1,0.9683519093928278,-0.4789037285092147,-0.4448294924492,-0.13037544313845872,0,0,0,1
317,2,1,1.8982067168666064,-0.4789037285092147,-0.4448294924492,-0.37293964697680654,0,0,0,1
196,3,1,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.49373855327080446,0,1,0,0
869,3,1,-1.9761883142741379,0.4811038987780166,0.7104915504396945,-0.42834672292448717,1,0,0,1
161,2,0,0.813376108147198,-0.4789037285092147,-0.4448294924492,-0.3391159532144871,1,0,0,1
248,1,1,0.5809124062787533,0.4811038987780166,0.7104915504396945,0.37222918390960213,1,0,0,1
691,3,0,-1.9761883142741379,-0.4789037285092147,0.7104915504396945,-0.3842135673034128,1,0,1,0
315,3,0,-0.27145450057221043,-0.4789037285092147,-0.4448294924492,-0.49172459390507095,1,0,0,1
73,3,1,-0.27145450057221043,0.4811038987780166,-0.4448294924492,-0.3641609488586091,0,0,1,0
486,1,0,0.4259366050331235,0.4811038987780166,-0.4448294924492,1.095975053558208,1,0,0,1
808,2,1,0.7358882075243831,-0.4789037285092147,-0.4448294924492,-0.3922674719838462,0,0,0,1
69,3,1,-0.27145450057221043,1.441111526065248,-0.4448294924492,-0.4761019129518807,0,0,0,1
430,1,1,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.13037544313845872,1,0,0,1
526,2,0,1.5882551143753467,-0.4789037285092147,-0.4448294924492,-0.4405870345014454,1,0,0,1
1087,1,1,-1.8212125130285082,-0.4789037285092147,1.865812593328589,1.9560632663714732,0,0,1,0
765,1,0,1.6657430149981618,0.4811038987780166,-0.4448294924492,0.8632351831709384,1,0,0,1
789,1,1,1.2783035118840873,-0.4789037285092147,-0.4448294924492,0.8872345434821797,0,0,1,0
609,1,0,0.813376108147198,-0.4789037285092147,-0.4448294924492,2.322567148067463,1,0,0,1
1193,2,1,1.0458398100156425,-0.4789037285092147,0.7104915504396945,-0.2376448719275289,0,0,0,1
1173,3,0,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.49373855327080446,1,1,0,0
476,2,1,0.3484487044103087,0.4811038987780166,-0.4448294924492,-0.2376448719275289,0,0,0,1
824,3,1,-2.1311641155197676,3.3611267806397107,0.7104915504396945,0.12354385789152486,0,0,0,1
1290,3,1,0.115985002541864,-0.4789037285092147,-0.4448294924492,-0.494061327948422,0,1,0,0
1168,2,1,0.813376108147198,0.4811038987780166,-0.4448294924492,-0.14100574689233056,0,0,0,1
938,3,1,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.49373855327080446,0,1,0,0
1062,3,1,-0.19396659994939555,-0.4789037285092147,-0.4448294924492,-0.5038856613995002,0,0,1,0
334,1,0,-0.11647869932658066,0.4811038987780166,-0.4448294924492,1.9396346151154895,1,0,0,1
882,3,0,-0.58140610306347,-0.4789037285092147,-0.4448294924492,-0.4402642598238278,0,0,0,1
1226,1,1,0.03849710191904911,-0.4789037285092147,-0.4448294924492,-0.14100574689233056,0,0,0,1
521,3,1,-0.58140610306347,-0.4789037285092147,-0.4448294924492,-0.49092055638477805,0,0,0,1
967,3,1,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.4879402057686925,0,0,0,1
510,3,1,-0.03899079870376577,-0.4789037285092147,-0.4448294924492,-0.49373855327080446,1,1,0,0
440,2,0,1.2008156112612725,0.4811038987780166,0.7104915504396945,-0.13617379064057064,1,0,0,1
252,1,1,2.5181099218491254,-0.4789037285092147,-0.4448294924492,-0.13037544313845872,0,0,0,1
216,3,0,-0.19396659994939555,-0.4789037285092147,-0.4448294924492,-0.4903561838945725,1,0,0,1
946,3,1,-1.5112609105372485,3.3611267806397107,0.7104915504396945,-0.0806062937453316,0,1,0,0
1083,3,1,-1.3950290596030264,0.4811038987780166,0.7104915504396945,-0.3632757344732867,0,0,0,1
698,1,1,1.5107672137525319,0.4811038987780166,0.7104915504396945,1.4996038215277196,0,0,1,0
244,3,1,0.03849710191904911,-0.4789037285092147,-0.4448294924492,-0.5038856613995002,0,0,1,0
1281,1,1,-0.5039182024406551,-0.4789037285092147,-0.4448294924492,1.1636224410828468,0,0,0,1
383,1,0,0.4259366050331235,0.4811038987780166,-0.4448294924492,0.3615177032907007,1,0,0,1
13,3,1,0.7358882075243831,0.4811038987780166,5.331775721995273,-0.03905146998019635,0,0,0,1
825,3,1,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.5092008132764362,0,1,0,0
1120,2,1,0.5034245056559384,-0.4789037285092147,-0.4448294924492,-0.3922674719838462,0,0,0,1
382,3,1,0.19347290316467888,-0.4789037285092147,-0.4448294924492,-0.4903561838945725,0,0,0,1
118,1,1,-0.4264303018178402,-0.4789037285092147,0.7104915504396945,4.140509510927102,0,0,1,0
1,1,0,0.6584003069015683,0.4811038987780166,-0.4448294924492,0.7342219512489486,1,0,1,0
646,3,1,-0.8138698049319146,-0.4789037285092147,-0.4448294924492,-0.49092055638477805,0,0,0,1
618,2,0,-1.9761883142741379,1.441111526065248,0.7104915504396945,0.11025597819918509,1,0,0,1
702,3,0,-0.8913577055547295,-0.4789037285092147,0.7104915504396945,-0.3641609488586091,0,0,1,0
903,1,0,-0.5039182024406551,0.4811038987780166,-0.4448294924492,0.9465071844312681,1,0,0,1
1301,3,0,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.49373855327080446,1,1,0,0
158,3,1,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.4761019129518807,0,0,0,1
520,1,0,0.03849710191904911,-0.4789037285092147,-0.4448294924492,1.1636224410828468,1,0,0,1
1227,2,1,0.19347290316467888,-0.4789037285092147,-0.4448294924492,-0.3922674719838462,0,0,0,1
1142,3,1,-0.7363819043090998,-0.4789037285092147,-0.4448294924492,-0.4903561838945725,0,0,0,1
266,3,1,-1.0463335068003592,3.3611267806397107,0.7104915504396945,0.12354385789152486,0,0,0,1
423,3,0,-0.11647869932658066,0.4811038987780166,0.7104915504396945,-0.3652085169739907,0,0,0,1
668,3,1,1.0458398100156425,-0.4789037285092147,-0.4448294924492,-0.4879402057686925,0,0,0,1
647,1,1,2.0531825181122363,-0.4789037285092147,-0.4448294924492,0.04260859067454626,1,0,1,0
763,1,0,0.5034245056559384,0.4811038987780166,1.865812593328589,1.675809803769398,1,0,0,1
83,1,1,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,0.26681136075620643,0,0,0,1
895,3,0,-0.58140610306347,0.4811038987780166,0.7104915504396945,-0.40603854730136196,1,0,0,1
1243,2,1,-0.8913577055547295,-0.4789037285092147,-0.4448294924492,0.7770659409420535,0,0,0,1
1219,2,1,-0.03899079870376577,0.4811038987780166,-0.4448294924492,-0.14100574689233056,0,0,0,1
288,2,1,0.9683519093928278,-0.4789037285092147,-0.4448294924492,-0.3922674719838462,1,0,0,1
1191,3,1,0.19347290316467888,-0.4789037285092147,-0.4448294924492,-0.4932553576456285,0,0,0,1
100,3,0,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.49092055638477805,0,0,0,1
234,2,1,-0.4264303018178402,-0.4789037285092147,-0.4448294924492,-0.4405870345014454,0,0,0,1
1032,1,0,0.27096080378749376,-0.4789037285092147,-0.4448294924492,2.2856026827414997,1,0,0,1
870,3,1,-0.27145450057221043,-0.4789037285092147,-0.4448294924492,-0.49092055638477805,0,0,0,1
501,3,0,-0.6588940036862848,-0.4789037285092147,-0.4448294924492,-0.49373855327080446,0,1,0,0
67,3,1,-0.8138698049319146,-0.4789037285092147,-0.4448294924492,-0.48584700232043015,0,0,0,1
32,3,0,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.49373855327080446,1,1,0,0
518,2,0,0.5034245056559384,0.4811038987780166,-0.4448294924492,-0.14100574689233056,1,0,0,1
716,1,0,0.6584003069015683,-0.4789037285092147,-0.4448294924492,3.754034187651338,1,0,1,0
788,3,1,-2.2086520161425827,0.4811038987780166,1.865812593328589,-0.24585919755552074,1,0,0,1
1026,3,1,-0.4264303018178402,-0.4789037285092147,-0.4448294924492,-0.49172459390507095,0,0,0,1
243,3,1,-0.58140610306347,-0.4789037285092147,-0.4448294924492,-0.5058184439002043,0,0,0,1
556,1,0,1.433279313129717,0.4811038987780166,-0.4448294924492,0.12185267320340891,1,0,1,0
1073,1,0,-0.8913577055547295,0.4811038987780166,-0.4448294924492,0.3827783107984444,1,0,0,1
1220,2,1,-0.6588940036862848,-0.4789037285092147,-0.4448294924492,-0.3922674719838462,0,0,0,1
1096,1,1,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.14599812409164886,0,0,1,0
77,3,1,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.4879402057686925,0,0,0,1
414,3,1,1.1233277106384576,-0.4789037285092147,-0.4448294924492,-0.4903561838945725,1,0,0,1
286,3,1,0.03849710191904911,-0.4789037285092147,-0.4448294924492,-0.45991485950848504,1,0,0,1
1003,1,0,0.5034245056559384,-0.4789037285092147,-0.4448294924492,-0.03123916311235086,1,0,1,0
843,3,1,0.3871926547217161,-0.4789037285092147,-0.4448294924492,-0.519106323592544,0,0,1,0
56,2,0,-0.6588940036862848,-0.4789037285092147,-0.4448294924492,-0.4405870345014454,1,0,0,1
1014,3,1,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.5034024657743242,0,0,0,1
1127,1,1,2.673085723094755,0.4811038987780166,-0.4448294924492,0.8108896347043729,0,0,1,0
378,3,1,-0.7363819043090998,-0.4789037285092147,-0.4448294924492,-0.5659762992346152,0,0,1,0
389,2,0,-0.9688456061775444,-0.4789037285092147,-0.4448294924492,-0.4115952969908859,1,0,1,0
1267,3,0,-0.58140610306347,1.441111526065248,-0.4448294924492,-0.4761019129518807,1,0,0,1
910,3,0,1.2008156112612725,-0.4789037285092147,-0.4448294924492,-0.5038856613995002,1,0,1,0
71,3,0,-1.0463335068003592,4.321134407926942,1.865812593328589,0.26294579575479843,0,0,0,1
387,2,0,0.5034245056559384,-0.4789037285092147,-0.4448294924492,-0.3922674719838462,1,0,0,1
775,3,1,-0.8913577055547295,-0.4789037285092147,-0.4448294924492,-0.49373855327080446,0,0,0,1
898,2,1,-0.27145450057221043,0.4811038987780166,0.7104915504396945,-0.08302227187121156,0,0,0,1
212,3,1,-0.58140610306347,-0.4789037285092147,-0.4448294924492,-0.5034024657743242,0,0,0,1
692,3,1,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,0.4484117389573497,1,0,0,1
59,3,1,-1.4337730099144337,4.321134407926942,1.865812593328589,0.26294579575479843,0,0,0,1
14,3,0,-1.2013093080459891,-0.4789037285092147,-0.4448294924492,-0.49172459390507095,0,0,0,1
976,3,1,-0.11647869932658066,0.4811038987780166,-0.4448294924492,-0.3641609488586091,0,0,1,0
2,3,0,-0.27145450057221043,-0.4789037285092147,-0.4448294924492,-0.4903561838945725,1,0,0,1
479,3,0,-2.1311641155197676,-0.4789037285092147,0.7104915504396945,-0.40603854730136196,1,0,0,1
38,3,0,-0.8913577055547295,1.441111526065248,-0.4448294924492,-0.29562834694864787,0,0,0,1
791,2,1,-1.0463335068003592,-0.4789037285092147,-0.4448294924492,-0.14100574689233056,0,0,0,1
1004,3,0,-0.8526137552433221,-0.4789037285092147,-0.4448294924492,-0.5027588492015899,1,1,0,0
532,3,1,-0.9688456061775444,0.4811038987780166,0.7104915504396945,-0.5038044845344707,0,0,1,0
1187,2,0,-2.2086520161425827,0.4811038987780166,1.865812593328589,0.1601063044573418,1,0,1,0
86,3,1,-1.0463335068003592,0.4811038987780166,3.0211336362174834,0.02086478754162664,0,0,0,1
408,3,1,-0.6588940036862848,-0.4789037285092147,-0.4448294924492,-0.4932553576456285,0,0,0,1
1246,1,1,1.5882551143753467,-0.4789037285092147,-0.4448294924492,-0.14100574689233056,0,0,0,1
764,3,1,-1.0463335068003592,-0.4789037285092147,-0.4448294924492,-0.4932553576456285,0,0,0,1
759,1,0,0.27096080378749376,-0.4789037285092147,-0.4448294924492,1.0283276660335692,1,0,0,1
1085,2,1,-1.6662367117828785,-0.4789037285092147,1.865812593328589,-0.015374884346572734,0,0,0,1
852,3,0,-1.5887488111600634,0.4811038987780166,0.7104915504396945,-0.3488610425830365,0,0,1,0
995,3,0,-1.0463335068003592,0.4811038987780166,0.7104915504396945,-0.4789199098379071,1,0,1,0
576,2,0,0.3484487044103087,-0.4789037285092147,-0.4448294924492,-0.3922674719838462,1,0,0,1
185,1,1,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,0.32286205327662143,0,0,0,1
511,3,1,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.4879402057686925,0,0,0,1
683,3,1,-1.2013093080459891,4.321134407926942,1.865812593328589,0.26294579575479843,0,0,0,1
650,3,1,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.49092055638477805,0,0,0,1
421,3,1,-0.6588940036862848,-0.4789037285092147,-0.4448294924492,-0.494061327948422,0,1,0,0
1140,3,0,-0.11647869932658066,0.4811038987780166,-0.4448294924492,-0.3641609488586091,1,0,1,0
730,1,0,-0.03899079870376577,-0.4789037285092147,-0.4448294924492,3.4411650203498834,1,0,0,1
885,3,0,0.7358882075243831,-0.4789037285092147,5.331775721995273,-0.0806062937453316,0,1,0,0
21,2,1,0.3484487044103087,-0.4789037285092147,-0.4448294924492,-0.3922674719838462,1,0,0,1
998,3,1,-0.11647869932658066,-0.4789037285092147,-0.4448294924492,-0.49373855327080446,0,1,0,0
850,3,1,-1.9761883142741379,3.3611267806397107,1.865812593328589,-0.03905146998019635,0,0,0,1
1196,1,0,2.673085723094755,0.4811038987780166,0.7104915504396945,-0.13037544313845872,1,0,0,1
605,3,1,0.5034245056559384,0.4811038987780166,-0.4448294924492,-0.34298151821589506,0,0,0,1
188,3,1,0.813376108147198,0.4811038987780166,0.7104915504396945,-0.34394790946624704,0,1,0,0
678,3,0,1.0458398100156425,0.4811038987780166,6.487096764884167,0.26294579575479843,0,0,0,1
962,3,1,-0.6588940036862848,-0.4789037285092147,-0.4448294924492,-0.49092055638477805,0,0,0,1
1133,1,1,1.2008156112612725,0.4811038987780166,0.7104915504396945,1.9560632663714732,0,0,1,0
110,1,1,1.3557914125069022,-0.4789037285092147,-0.4448294924492,0.3615177032907007,0,0,0,1
1038,3,1,-0.58140610306347,-0.4789037285092147,-0.4448294924492,-0.4879402057686925,0,0,0,1
660,1,1,1.5882551143753467,1.441111526065248,-0.4448294924492,1.9396346151154895,1,0,0,1
592,3,1,1.3557914125069022,-0.4789037285092147,-0.4448294924492,-0.5034024657743242,0,0,0,1
205,3,0,-2.1311641155197676,-0.4789037285092147,0.7104915504396945,-0.44131182793920937,0,0,0,1
800,2,1,0.3484487044103087,-0.4789037285092147,-0.4448294924492,-0.3922674719838462,0,0,0,1
467,1,1,2.0531825181122363,-0.4789037285092147,-0.4448294924492,-0.13037544313845872,0,0,0,1
164,3,1,-2.2086520161425827,3.3611267806397107,0.7104915504396945,0.12354385789152486,0,0,0,1
1017,3,1,-0.58140610306347,-0.4789037285092147,-0.4448294924492,-0.49285333888548205,0,0,0,1
237,2,0,-1.6662367117828785,-0.4789037285092147,1.865812593328589,-0.13617379064057064,1,0,0,1
157,3,1,0.03849710191904911,-0.4789037285092147,-0.4448294924492,-0.4879402057686925,0,0,0,1
461,3,1,0.3484487044103087,-0.4789037285092147,-0.4448294924492,-0.4879402057686925,0,0,0,1
290,1,0,-0.27145450057221043,-0.4789037285092147,-0.4448294924492,0.8804698047297156,1,0,0,1
1211,3,1,-0.27145450057221043,-0.4789037285092147,-0.4448294924492,-0.4932553576456285,0,0,0,1
